timestamp,username,user_id,average_comments,average_likes,following_count,follower_count,media_posts,bot
2019-03-15T07:32:34.654721659Z,jamshid.khaksar,3173713624,7.214285714285714,30,268,231,17,0
2019-03-15T07:17:10.202594139Z,amir.rajabii______,3063900387,14.166666666666666,215,110,3111,28,0
2019-03-15T07:04:54.950175098Z,avisarchitecture_damavand,8612299669,17.818181818181817,159.72727272727272,2079,1737,11,0
2019-03-15T07:37:42.861110353Z,mon.a.nikz,9502733910,114,3491.3333333333335,6289,6137,3,0
2019-03-15T07:04:21.350300484Z,mehrnoosh.gf8,8959156765,10.5,129.33333333333334,383,601,132,0
2019-03-15T07:50:17.158776081Z,i_.64,7423739840,0.5,26.5,224,135,14,1
2019-03-15T07:27:21.370569393Z,saat_divari_mashaqel,6200091713,4.25,43.75,1103,1169,33,0
2019-03-15T07:48:25.95996248Z,makanashgvari,4747292684,34.53846153846154,1096.076923076923,3638,15002,176,0
2019-03-15T07:51:58.369543401Z,jimmy7x,331797538,2.5,79.08333333333333,1196,687,159,1
2019-03-15T07:07:01.864066826Z,amir.gamin,3932636574,5,98.91666666666667,768,544,109,0
2019-03-15T07:40:05.361929191Z,mostafa__alishahi,1493879207,5.25,62.666666666666664,278,236,53,0
2019-03-15T07:10:18.589647918Z,marmerrikh,261013255,5.25,133.41666666666666,911,576,97,0
2019-03-15T07:39:22.068282753Z,unnamed.f.e,2105702103,20.466666666666665,557.6666666666666,7395,8656,394,1
2019-03-15T07:10:56.300420051Z,musaalamshah,8549474268,6.916666666666667,60.75,5515,781,46,0
2019-03-15T07:50:59.009774906Z,zendegim_zendegime,2170845004,4.75,63.166666666666664,522,715,41,0
2019-03-15T07:46:04.100959396Z,_me_ms,9281505846,17.5,349.5,5093,1515,16,0
2019-03-15T07:04:15.444223949Z,zahralashkari1383,5397518729,2.5,22,29,71,2,0
2019-03-15T07:05:01.665275263Z,masoud_nemati_1350,3249023072,12.333333333333334,68.08333333333333,644,508,46,0
2019-03-15T07:52:18.589259693Z,isurudesilva,204430253,1,42.416666666666664,703,248,69,1
2019-03-15T07:50:43.70737002Z,nikadoshop_2018,9371576667,0.25,15.5,7529,990,245,1
2019-03-15T07:20:06.958193787Z,majidejafari,1701207014,23.666666666666668,165,854,841,15,0
2019-03-15T07:52:20.457314026Z,noemida94,216269560,3.0833333333333335,87.58333333333333,798,602,157,1
2019-03-15T07:33:28.979772587Z,mostfsh,691083477,0.08333333333333333,47.25,170,192,29,1
2019-03-15T07:51:53.228520209Z,ehsan.basatifar,4373418562,8.75,77.75,4255,731,20,0
2019-03-15T07:12:59.06727257Z,ali_azadbakht58,3973375216,9.916666666666666,96.41666666666667,1338,585,188,0
2019-03-15T07:51:56.59314555Z,omid_khosravi72,6187200533,7.166666666666667,116.5,678,11579,6,1
2019-03-15T07:39:57.146872514Z,a.mmirhoseii.n,6373607003,5.5,94.5,384,232,8,0
2019-03-15T07:03:32.499904709Z,lalehdgd,3945711930,13.416666666666666,81.16666666666667,376,373,184,0
2019-03-15T07:40:20.352903498Z,taghian.sasan,7576842156,0,0,91,60,0,1
2019-03-15T07:51:13.949212352Z,felezyab_ahvaz,7856921661,5.833333333333333,496.8333333333333,2750,4247,83,1
2019-03-15T07:36:25.189031335Z,flex20pho7,700542981,7.25,236.66666666666666,6843,4785,671,1
2019-03-15T07:13:27.497060518Z,moh22000,37702531,4,65.75,455,355,773,0
2019-03-15T07:17:02.727430531Z,iran.freedommessenger,7534946003,2.4166666666666665,74.5,2675,845,100,1
2019-03-15T07:41:15.671801851Z,fatiaziizii,2575954958,0,0,51,77,0,1
2019-03-15T07:03:04.905014503Z,ta.ha6461,7556937428,0,0,45,24,0,1
2019-03-15T07:20:03.535101876Z,dream_text_dream,4141953283,0.4166666666666667,82,7499,3960,602,1
2019-03-15T07:34:06.727989824Z,__atefeh_katibeh,8625840057,3.8333333333333335,31.666666666666668,68,68,29,0
2019-03-15T07:21:01.863203705Z,faraadnoori,7667866852,12,47,207,125,1,0
2019-03-15T07:48:32.315608026Z,thaismile.ir,6103568883,10,639.7692307692307,4935,14292,2859,1
2019-03-15T07:21:44.465715512Z,tourajtavassolinia,1582460343,5.666666666666667,205.58333333333334,1026,2794,647,1
2019-03-15T07:14:53.001665012Z,samanehmst,10700986572,0,9.083333333333334,47,71,21,1
2019-03-15T07:30:53.365853047Z,ln.7390,9440771709,1.5,18,779,221,2,0
2019-03-15T07:43:45.696601291Z,kamjohosein,10326731979,6.666666666666667,118,706,452,29,0
2019-03-15T07:29:57.219559121Z,hameedyou,6232172006,2.75,40.666666666666664,268,604,120,1
2019-03-15T07:48:42.292768546Z,mohsan2184,9781420054,4.666666666666667,105,201,896,63,1
2019-03-15T07:50:53.674451011Z,arya_realestate_istanbul,6738366037,1.3636363636363635,65.0909090909091,3457,1829,11,1
2019-03-15T07:02:53.456822888Z,hossein_etemadi,51015861,4.583333333333333,146.33333333333334,2232,1766,324,1
2019-03-15T07:22:49.072630416Z,shookoofe.zarei,1931276517,9.666666666666666,222.58333333333334,7480,1009,36,0
2019-03-15T07:16:44.365308355Z,mo.hamadreza6961,9226857205,0.5,32.333333333333336,289,101,42,1
2019-03-15T07:44:56.798623878Z,abolfazl_nafarii,7121528768,0.5833333333333334,204.41666666666666,675,2072,13,1
2019-03-15T07:06:53.799125597Z,iranboards,3281175651,2,98.16666666666667,6590,11883,248,1
2019-03-15T07:34:32.458646593Z,bhnmheidari,577256995,2.75,45.583333333333336,585,429,14,0
2019-03-15T07:16:06.767151869Z,aria_kh,212964020,1.5833333333333333,80.58333333333333,265,402,148,1
2019-03-15T07:39:14.138758352Z,rahim.rafati.n,7522315437,0,0,868,424,0,1
2019-03-15T07:37:55.994105087Z,fastosshop,5407594394,4,199.5,5113,1611,53,1
2019-03-15T07:36:33.486973861Z,sara_____mns,9068334425,0,0,1923,1129,0,1
2019-03-15T07:15:35.403014912Z,ali.moftakharzadeh,5525788154,0,0,49,52,0,1
2019-03-15T07:48:02.428829723Z,,,-1,-1,-1,-1,-1,0
2019-03-15T07:53:14.382008134Z,afshin_roshan,1779701542,9,159,945,1050,744,0
2019-03-15T07:25:01.201258631Z,legothelegend,1085063590,2.6666666666666665,38.5,174,166,179,0
2019-03-15T07:24:49.161199481Z,mohammad.golestane,1533462372,3,19.75,182,76,58,0
2019-03-15T07:24:57.032594932Z,coffeeayatay,9163859482,3.5833333333333335,76.41666666666667,692,325,42,0
2019-03-15T07:38:16.2199174Z,dr.mohebipharmacy,8636717658,0.9166666666666666,21.916666666666668,1127,513,98,1
2019-03-15T07:41:45.103342356Z,neginc98,11411118216,0,0,417,641,0,1
2019-03-15T07:44:53.244456071Z,miladahmadibiz,268493519,10.23076923076923,570.2307692307693,6373,16173,315,1
2019-03-15T07:17:42.340325986Z,rahimkarimi784,1934072808,8,64.6,177,164,5,0
2019-03-15T07:16:34.057441753Z,youvegotmecrazy,246945750,3.0833333333333335,29.416666666666668,188,96,22,0
2019-03-15T07:41:26.553229918Z,donnybeatle,427417432,2.4166666666666665,33.833333333333336,1629,291,44,0
2019-03-15T07:32:03.431730493Z,shiraz.eco63,3296427568,4.666666666666667,99.16666666666667,7166,2593,41,1
2019-03-15T07:11:08.901036803Z,hsayari2018,7107905744,0.8333333333333334,60.833333333333336,319,233,22,1
2019-03-15T07:42:26.742425404Z,leilaybimajnon,7730489803,5.416666666666667,74.5,2802,1597,1545,0
2019-03-15T07:16:48.616345497Z,alexhoplyakov,345020905,1.5833333333333333,30,3608,753,75,1
2019-03-15T07:52:09.952147064Z,pichmichi,8038911070,46.75,345.4166666666667,2751,1482,53,0
2019-03-15T07:05:33.488677748Z,bavarian.bonsai,216331457,96.41666666666667,2705.3333333333335,6935,34184,35,0
2019-03-15T07:19:38.131438309Z,mehrdad_b_75,2987441627,167.33333333333334,937.9166666666666,7338,7692,16,0
2019-03-15T07:47:01.310061399Z,delawash,1946827031,1.8333333333333333,161.33333333333334,238,2841,229,1
2019-03-15T07:02:51.801480017Z,hossein00797,7504792816,4,9,27,51,1,0
2019-03-15T07:36:15.697224628Z,amin_shakeri2017,5761386783,2.5833333333333335,201.16666666666666,3359,1470,68,1
2019-03-15T07:04:37.22799435Z,rezasadafi10,2114643392,9.142857142857142,805.8571428571429,7501,7343,496,1
2019-03-15T07:25:43.360473136Z,memaremroz,4296609036,10.25,588.5833333333334,4890,16326,865,1
2019-03-15T07:22:29.461486595Z,hrmoaddeli,1240757596,2.5,51.166666666666664,296,302,22,0
2019-03-15T07:45:12.614471002Z,mokajbaf,2818795965,4.333333333333333,77.66666666666667,497,334,111,0
2019-03-15T07:02:27.852400592Z,adlpooyannj_legal_institute,10820024949,0.08333333333333333,25.75,4503,1321,57,1
2019-03-15T07:10:35.600552645Z,mahdavi5649,8440632712,1,6.857142857142857,35,29,7,0
2019-03-15T07:13:57.781060459Z,mohamad__o_,9034223931,24,541.3333333333334,4054,2160,3,0
2019-03-15T07:25:02.97157293Z,deb_pedra,641052058,1.25,39.916666666666664,436,291,28,1
2019-03-15T07:14:14.729260184Z,ukraine_uranta,11304861375,1.4166666666666667,10.416666666666666,92,60,21,0
2019-03-15T07:36:59.869524464Z,amirhossein_aghapoor,6660624054,3.1666666666666665,85.25,7242,2586,19,1
2019-03-15T07:17:22.57722994Z,seyedeh.f.f,2070129847,10.666666666666666,108.66666666666667,230,269,3,0
2019-03-15T07:46:18.736012287Z,all_over_the_world2015,2231671471,1.25,43.083333333333336,1786,1348,522,1
2019-03-15T07:21:46.262162719Z,lorislignola,196906359,2.5833333333333335,65.58333333333333,2013,1090,213,1
2019-03-15T07:05:45.942777154Z,rezamosavi3940,2295789983,4.083333333333333,91.08333333333333,321,652,104,0
2019-03-15T07:16:36.00234547Z,tepe_gayrimenkul,8118775461,0.4166666666666667,34.666666666666664,1492,459,24,1
2019-03-15T07:22:00.546438629Z,gmehdi.torabi,5937079265,7.666666666666667,54,117,204,3,0
2019-03-15T07:05:11.005546459Z,geobusiness_karaganda,3488946078,1.5,154.75,2908,2135,398,1
2019-03-15T07:18:09.337579869Z,nail.art863,8268612503,0.4166666666666667,30.583333333333332,1174,438,48,1
2019-03-15T07:40:51.999493906Z,hicks.livia,9909685131,15.777777777777779,366.1111111111111,3540,1426,9,0
2019-03-15T07:47:10.433501636Z,stevestephenbkk,4231826869,0.5833333333333334,21.083333333333332,431,850,502,1
2019-03-15T07:50:28.517246205Z,p.avestam,1567702286,12.5,266.0833333333333,2069,1730,710,0
2019-03-15T07:48:20.133593893Z,badroojmusic,8121194870,6.583333333333333,858.0833333333334,5670,21193,55,1
2019-03-15T07:12:54.698480047Z,bicycle_ir,3083812914,0,156.66666666666666,4344,1429,3,1
2019-03-15T07:15:39.890466447Z,marti_mahini,538303980,9.666666666666666,132.83333333333334,608,435,37,0
2019-03-15T07:27:13.631968393Z,pouyakasaei,2209369499,13,139.08333333333334,615,938,102,0
2019-03-15T07:08:09.996971514Z,chap_shatoot,1444818263,4.066666666666666,82.6,5866,106590,7552,1
2019-03-15T07:18:30.597596967Z,_emmetigi_,295773325,1,26.833333333333332,232,205,242,1
2019-03-15T07:48:47.519110358Z,samrandsalimi,2005431047,24.692307692307693,597.7692307692307,6158,7503,677,0
2019-03-15T07:52:08.688771789Z,roostamahdi,1631823639,7.416666666666667,587.25,653,699,56,0
2019-03-15T07:02:35.225632603Z,parakrama,439255864,1.9166666666666667,26.416666666666668,316,374,49,1
2019-03-15T07:40:50.456249166Z,kavehai,1992658798,5.25,127.66666666666667,353,393,274,0
2019-03-15T07:51:12.505230261Z,takstartravel,8969774239,2.25,173.91666666666666,5777,8886,36,1
2019-03-15T07:15:09.864198686Z,mehrkamran,1949382506,4.166666666666667,24.25,112,95,21,0
2019-03-15T07:41:33.419898621Z,zinurzr4s,7706553006,0.08333333333333333,4.416666666666667,3155,3530,439,1
2019-03-15T07:07:33.53102478Z,chiarazan48,4110066600,0,0,6,7,0,1
2019-03-15T07:44:24.785690714Z,farzadjale,1623305212,0,0,81,118,0,1
2019-03-15T07:24:51.561263144Z,m_azimiresketi,2074772094,28.75,260.6666666666667,155,660,27,0
2019-03-15T07:31:34.227834528Z,miss_dinno_mr_dombeh,1576595580,9.75,163.5,7103,2162,177,0
2019-03-15T07:31:05.138028582Z,soniaghorabi,8736829186,21,775.8,5000,3075,5,0
2019-03-15T07:08:00.504907957Z,saeed.kosari.3,3687813044,8.666666666666666,765.5,83,9223,21,1
2019-03-15T07:27:17.874714499Z,galery_vitray,3135934126,1.1666666666666667,36.75,3023,763,146,1
2019-03-15T07:26:48.005414995Z,verarshd,505466352,55.25,305.9166666666667,692,991,381,0
2019-03-15T07:47:49.200914004Z,selah_mohemat,8745860189,18.583333333333332,209.08333333333334,4211,1041,39,0
2019-03-15T07:03:51.897838219Z,persian_sweetie,5053751099,1.75,113.5,6389,2151,390,1
2019-03-15T07:52:46.670444992Z,desilvalining86,195390458,4.25,117.33333333333333,1944,1398,299,0
2019-03-15T07:29:26.436633264Z,yktvv.dinithii,8133223657,2,21.22222222222222,263,108,9,0
2019-03-15T07:39:07.729169909Z,f.arjmand25,3864292167,0,0,27,80,0,1
2019-03-15T07:39:38.82486989Z,sajad.avarand,3405969327,32.583333333333336,359.0833333333333,1079,1335,27,0
2019-03-15T07:32:26.482252036Z,pourix.khan,1480005243,8.583333333333334,119.33333333333333,553,304,60,0
2019-03-15T07:22:50.658816793Z,shiraz_paartyy,5714546650,11.333333333333334,311.8333333333333,3336,8875,13,1
2019-03-15T07:14:01.914071406Z,arefraf,432899698,15.333333333333334,116.16666666666667,698,430,6,0
2019-03-15T07:10:57.930858912Z,onuma_dusomsak,4186240204,1.5,37.75,1454,737,431,1
2019-03-15T07:07:16.048332132Z,navidnashibi1462,6958399894,7.5,50.25,241,164,4,0
2019-03-15T07:21:25.621279163Z,matt_tia9,237658927,1.0833333333333333,38.416666666666664,721,986,596,1
2019-03-15T07:43:33.374218609Z,llyanlwlw,7124367015,0,0,12,32,0,1
2019-03-15T07:47:51.813025418Z,alexlovericci,5755149712,3.75,114.91666666666667,5603,6061,186,1
2019-03-15T07:52:17.02208093Z,gw9306,8415058827,1,70,503,132,1,0
2019-03-15T07:50:41.354436987Z,zahra.a.49,5419511422,0,0,97,50,0,1
2019-03-15T07:31:53.066103236Z,7555mehdi,7799816925,0,0,48,79,0,1
2019-03-15T07:52:27.355415377Z,negar_ahang,5850725435,8.75,67.58333333333333,870,292,56,0
2019-03-15T07:06:14.13084279Z,alirezakhaleghi_,1964702720,20,332.3333333333333,538,1354,115,0
2019-03-15T07:46:46.68156807Z,dawodlodin,6895483563,0.2222222222222222,16.666666666666668,140,154,9,1
2019-03-15T07:45:14.651475559Z,10384dz,7537295380,1.5,22.25,6831,1485,1032,1
2019-03-15T07:51:16.014111091Z,posix700,8957223187,0.5,10.5,128,334,2,1
2019-03-15T07:27:11.817808526Z,orkideh.shopp,4156141160,3.8333333333333335,42.75,643,293,87,0
2019-03-15T07:26:13.97346322Z,azimajestic,2256837787,2.3,47.6,214,257,10,0
2019-03-15T07:13:48.820777136Z,negahe_roshan,6087465839,10,800.9166666666666,140,9237,334,1
2019-03-15T07:47:03.445276732Z,khatamnesfejahan,7593430785,1.25,87.75,7394,2229,78,1
2019-03-15T07:16:10.398861349Z,pooyagriffin,3590063364,14.083333333333334,165.25,1845,592,83,0
2019-03-15T07:23:51.801605993Z,amoozeshgah_marjan,2107691445,4.583333333333333,56.916666666666664,306,1460,368,0
2019-03-15T07:43:59.593063261Z,civiliana,3090902702,0,0,163,178,0,1
2019-03-15T07:39:31.752954413Z,cinematic_syndrome,10253962009,1.3333333333333333,30.916666666666668,75,103,17,0
2019-03-15T07:21:15.963856624Z,emilioarnieri,4251128249,0,3.75,44,64,4,1
2019-03-15T07:17:43.607758233Z,farzadseb,2058586125,0,0,188,181,0,1
2019-03-15T07:24:13.592051449Z,sajjadrazmjoy,6959437223,0,0,1910,342,0,1
2019-03-15T07:09:43.818657939Z,poroshat_fashion,5941056195,1.8333333333333333,210.33333333333334,5966,2404,26,1
2019-03-15T07:25:18.633070891Z,painted_river_trade_co.arvand,6536670352,1.8333333333333333,44.75,4312,980,54,1
2019-03-15T07:23:06.859352078Z,omid.smollashahi,1700143918,4.583333333333333,34.75,245,131,114,0
2019-03-15T07:39:01.350597982Z,mjsamadi,508146144,13.083333333333334,150.25,683,680,213,0
2019-03-15T07:33:21.571739008Z,mondial_translation,7988609010,2.9166666666666665,23.75,366,107,16,0
2019-03-15T07:49:43.099241976Z,zahra.rhmn,1499488143,22.583333333333332,144.33333333333334,477,396,16,0
2019-03-15T07:42:10.252837719Z,mahnaz_4025,8888167147,4.916666666666667,310,7343,2690,86,1
2019-03-15T07:44:04.507680285Z,6034_sh,8305872626,0,0,19,44,0,1
2019-03-15T07:23:36.420296424Z,pulse_ac1,8537916024,0.3333333333333333,142.66666666666666,995,976,3,1
2019-03-15T07:51:41.163961953Z,sddm10,7612472841,8.166666666666666,35.5,494,222,6,0
2019-03-15T07:14:51.260909358Z,nim279,5777401978,2,79,130,293,1,0
2019-03-15T07:26:46.420641556Z,hadipourfarzi,613898267,13.166666666666666,221.08333333333334,1151,850,166,0
2019-03-15T07:29:54.23427561Z,sania_modaa,7188786559,31.083333333333332,682.5833333333334,1428,13501,79,0
2019-03-15T07:23:57.201435097Z,irzhn._,6096364185,20.333333333333332,507.5833333333333,2099,1036,15,0
2019-03-15T07:09:17.784482126Z,stars.azad,10685073448,0,26,126,62,1,1
2019-03-15T07:38:35.171052468Z,mohammadrezasalari77,3654196318,8.416666666666666,163.75,210,1407,32,0
2019-03-15T07:26:17.825299675Z,pakshod4216,7006600346,0,0,519,469,0,1
2019-03-15T07:03:00.218719705Z,sadrmohsen62,5096039164,1.3333333333333333,61.666666666666664,179,191,87,0
2019-03-15T07:39:09.911679626Z,michele.cascarano.524,7367615332,0,0,919,152,0,1
2019-03-15T07:19:34.670901804Z,thilakpiyadigama,3947549061,2.25,74.41666666666667,3373,1062,33,1
2019-03-15T07:38:09.542977618Z,amir_hossein.nekouei,8185689396,0,0,210,152,0,1
2019-03-15T07:27:22.57833491Z,wichaipoopakdee,1415683381,0,0,257,227,0,1
2019-03-15T07:11:05.615579006Z,ali_hesaabi,2911271935,10.833333333333334,135.83333333333334,391,475,23,0
2019-03-15T07:51:28.894553842Z,marcusa05,1472696065,2,42.083333333333336,1138,535,61,1
2019-03-15T07:52:00.497371066Z,zargham3175,5979802228,0,0,222,189,0,1
2019-03-15T07:46:29.696580999Z,pouria_keikha,563373112,5.166666666666667,262.5833333333333,7491,2730,287,1
2019-03-15T07:06:23.632686999Z,giopa98,203366581,1.75,47.666666666666664,2921,686,241,1
2019-03-15T07:14:24.654543786Z,miladmahmoudi121,6729345454,7.166666666666667,142.66666666666666,256,466,24,0
2019-03-15T07:05:12.417475569Z,parisar7,8498530018,5,65,180,208,6,0
2019-03-15T07:13:53.617927533Z,xplacebo,220798898,1.1666666666666667,50.083333333333336,965,1362,1380,1
2019-03-15T07:25:08.231861765Z,pwnslinger_,6716365887,8.555555555555555,121.44444444444444,443,387,9,0
2019-03-15T07:44:08.178454242Z,hamed_hoshyar_13,642727159,0.25,19.5,3937,1066,150,1
2019-03-15T07:20:19.818464817Z,rezahassanli,1553293419,3.4166666666666665,162.5,714,716,143,1
2019-03-15T07:17:58.838303414Z,sherrysharafi,1333044716,36.083333333333336,182.91666666666666,449,559,97,0
2019-03-15T07:15:49.428935036Z,kako_joonii,3274599570,3.25,118.16666666666667,6602,3658,213,1
2019-03-15T07:42:23.190050888Z,iraanwood,1668182316,0.3333333333333333,62.666666666666664,6101,459,3,1
2019-03-15T07:33:58.713723611Z,su_san3743,9942972403,0,0,2,3,0,1
2019-03-15T07:03:20.766076734Z,babaeian.milad,1633490765,35.6,388,3252,3407,10,0
2019-03-15T07:51:01.027156734Z,raha.__.mohbi,8594833900,2,45.42857142857143,5071,7791,7,1
2019-03-15T07:26:39.519379514Z,mohsenitoo_rj,5760254741,4.416666666666667,83,1659,2040,237,1
2019-03-15T07:43:18.953881155Z,mohammadpourebrahim_ir,6918340577,3.4166666666666665,138.58333333333334,123,1437,74,1
2019-03-15T07:05:43.463444795Z,zahra137s,8744232876,14.416666666666666,133.33333333333334,5028,1816,35,0
2019-03-15T07:16:26.312551046Z,esmaeilhatam,7690935796,20.25,146.875,338,354,8,0
2019-03-15T07:04:25.867328002Z,masoud.engheta,2221368358,0,0,423,193,0,1
2019-03-15T07:44:32.024023489Z,erira.de,7399892036,0.75,215,634,1116,21,1
2019-03-15T07:08:34.090592846Z,hamidrezabehzadfar,7374198469,14,18,55,52,1,0
2019-03-15T07:45:59.134316284Z,,,-1,-1,-1,-1,-1,0
2019-03-15T07:14:45.977230814Z,azz566052018,9393792187,2.3333333333333335,25,464,101,3,0
2019-03-15T07:43:37.218545205Z,cateringmanoto,3117370355,2.4166666666666665,186.33333333333334,7470,250507,238,1
2019-03-15T07:03:38.998965546Z,i.kian,1278482091,49.294117647058826,3026.529411764706,3932,76400,221,1
2019-03-15T07:36:41.91139958Z,denis_mitrichenko,8069242394,2.3333333333333335,535.0833333333334,7400,6051,37,1
2019-03-15T07:08:32.814091948Z,amirbazmjoo,4775700394,5,32.75,136,149,4,0
2019-03-15T07:19:12.499575824Z,naserariyaee,2232518275,19.583333333333332,187,583,739,192,0
2019-03-15T07:24:04.793122716Z,fsadat1375,2078743357,2.9166666666666665,171.5,1935,1090,37,1
2019-03-15T07:20:14.881308932Z,shadi136060,9856976869,2.0833333333333335,15.416666666666666,39,44,18,0
2019-03-15T07:41:22.086254024Z,gohar.golshahi,3014674931,0,0,17,52,0,1
2019-03-15T07:08:21.400180108Z,ofoghdadeha,6410079733,0.6666666666666666,70.33333333333333,509,992,16,1
2019-03-15T07:19:43.554501205Z,pro.riccardo,5381743733,0.6666666666666666,30.75,672,311,57,1
2019-03-15T07:02:32.039099709Z,psp_waffle,7434538611,2.0833333333333335,37.583333333333336,1633,844,186,1
2019-03-15T07:12:15.852611559Z,caraudiomilad,3312935648,2.8333333333333335,85.33333333333333,7472,4537,334,1
2019-03-15T07:50:14.830733832Z,aronatrading,7021552632,8.6,71.7,2219,1666,10,0
2019-03-15T07:13:10.849240955Z,andreidanieelgiza,6769516402,0.08333333333333333,9.666666666666666,2260,439,445,1
2019-03-15T07:41:01.699507852Z,shahroandishe,6962739981,1.0833333333333333,17.5,5186,2542,33,1
2019-03-15T07:42:02.215919882Z,hoorenon,6251453806,12.833333333333334,214.83333333333334,2913,2868,85,0
2019-03-15T07:50:11.537713977Z,farshad.keshavarz.h,3555693142,13,70.5,384,189,2,0
2019-03-15T07:16:20.073878753Z,nazanin.s.hejazi,3074091702,14.4,93.8,158,267,5,0
2019-03-15T07:12:53.144992131Z,elenadaneshifar,9284517598,0,0,38,48,0,1
2019-03-15T07:40:37.021898751Z,sajjadrsm,1826082176,14.5,109,354,301,2,0
2019-03-15T07:39:24.904732126Z,esmailizohre48,4141518721,0.25,19.833333333333332,98,128,5062,1
2019-03-15T07:49:00.582499285Z,el2017naz,5350217707,17.416666666666668,57.333333333333336,122,147,18,0
2019-03-15T07:23:48.310768233Z,warunapww,44023876,2.75,73.75,559,394,141,0
2019-03-15T07:03:03.7702202Z,sainimuss,2089561605,10.5,162.66666666666666,514,598,332,0
2019-03-15T07:12:13.614312477Z,marco.lackovic,1737905318,1.0833333333333333,37.166666666666664,309,329,181,1
2019-03-15T07:19:14.269418338Z,m.pshahsavari,1698257912,10.083333333333334,165.58333333333334,3604,1354,91,0
2019-03-15T07:39:33.198527071Z,farzin.toxin,548665392,6.666666666666667,186,1682,1238,491,0
2019-03-15T07:20:29.282281996Z,mostafa_mz__,9154514493,1.75,17.5,489,87,4,0
2019-03-15T07:15:23.377916367Z,neghan.record,9163305450,0.5,25.166666666666668,1127,206,65,1
2019-03-15T07:46:00.844316763Z,mohamad_yusefifard,6264373916,15.666666666666666,235.25,2816,1060,70,0
2019-03-15T07:06:06.555289882Z,m_yadollah,3162805752,25.75,360.75,2245,1272,18,0
2019-03-15T07:42:45.491208112Z,gazalardalan5560,4305903954,5.75,53.583333333333336,411,4205,109,1
2019-03-15T07:23:40.473084281Z,almasbana,8436531991,2.4285714285714284,16.428571428571427,328,76,7,0
2019-03-15T07:24:07.893730992Z,kamiyar.ch,3677514655,7.916666666666667,213.83333333333334,1505,1009,108,0
2019-03-15T07:06:08.04752354Z,maziarmahmoodi,2131347525,1.6666666666666667,32.166666666666664,60,211,606,0
2019-03-15T07:32:06.790562096Z,sporium.fitness.club,8787377887,1.1428571428571428,21.714285714285715,3121,264,7,1
2019-03-15T07:43:12.367977493Z,lhyy_brhym,6767594329,0.3333333333333333,22,3354,418,27,1
2019-03-15T07:45:42.170309767Z,hossein_kafashi,6682250569,1.8333333333333333,46.75,573,418,312,1
2019-03-15T07:41:35.379622689Z,sabt.kiyaan,8712376715,0.6666666666666666,62.083333333333336,4943,23749,28,1
2019-03-15T07:41:24.861802366Z,ilia_shekooh,8026334239,12.333333333333334,127.08333333333333,200,339,51,0
2019-03-15T07:14:12.340692417Z,blossomjelly_goldcollagen,3254527345,0.16666666666666666,4.916666666666667,1755,566,194,1
2019-03-15T07:14:06.939320188Z,iman.soltanifar,349053940,3.3333333333333335,66.08333333333333,453,719,453,1
2019-03-15T07:10:23.468285077Z,farhadyasrebi,6864085547,0,0,31,59,0,1
2019-03-15T07:51:18.115041427Z,abbas__moghadasi,5735281650,12.25,365.25,1190,3728,27,0
